kind,slug,name,location,setCount,needs,imageUrl,website,instagram,youtube,soundcloud,twitter,Genre,Short Bio
dj,lucas,Lucas,"Maastricht, Netherlands",10,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/dfc010a40b035fd85f4089fccb25a5cc/250x250-000000-80-0-0.jpg,https://www.lucasandsteve.com/,,https://www.youtube.com/@lucasandsteve,https://soundcloud.com/lucasandsteve,,Trance / Psytrance,"Lucas is a Maastricht, Netherlands-based DJ, producer or electronic artist whose work centers on trance / psytrance, with a focus on club-ready releases and live sets."
dj,gorgon-city,Gorgon City,"London, UK",8,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/5598b7523e131bb9aaca8243d447a27f/250x250-000000-80-0-0.jpg,http://gorgoncity.com/,,https://www.youtube.com/@GorgonCity,https://soundcloud.com/gorgon-city,,House / Dance Pop,"Gorgon City is a London, UK-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,innellea,Innellea,"Munich, Germany",7,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/77cd3c3e154fa274d11147d856e76095/250x250-000000-80-0-0.jpg,https://www.innellea.com/,,https://www.youtube.com/@Innellea,https://soundcloud.com/innellea,,Techno / Hard Techno,"Innellea is a Munich, Germany-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,crusy,Crusy,"Madrid, Spain",6,website|twitter,https://cdn-images.dzcdn.net/images/artist/ccf9697a5ba5ad75bd082674dfee85a5/250x250-000000-80-0-0.jpg,,https://www.instagram.com/crusyofficial,https://www.youtube.com/@Crusy,https://soundcloud.com/crusyofficial,,Tech House / House,"Crusy is a Madrid, Spain-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,jazzy,Jazzy,"Dublin, Ireland",6,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/d6292100f52d0232b8b8836539da02af/250x250-000000-80-0-0.jpg,https://www.jazzy.ie/,,https://www.youtube.com/@JazzyOfficial,https://soundcloud.com/jazzydublin,,UK Garage / UK Bass,"Jazzy is a Dublin, Ireland-based DJ, producer or electronic artist whose work centers on uk garage / uk bass, with a focus on club-ready releases and live sets."
dj,liquid-stranger,Liquid Stranger,Sweden,6,,https://cdn-images.dzcdn.net/images/artist/65e5dd6b7eb4a161d4cbb3353c3a30b0/250x250-000000-80-0-0.jpg,https://liquidstranger.com/,https://instagram.com/liquidstranger,https://music.youtube.com/channel/UClAq9y97qC8hIcqlmaeOnXg,https://soundcloud.com/liquidstranger,https://twitter.com/liquidstranger,Drum & Bass,"Swedish electronic producer and WAKAAN founder known for experimental bass, dubstep and genre-crossing low-end music."
dj,mason-collective,Mason Collective,"Manchester, UK",6,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/42a95684e854e0d34750be163eb34ae5/250x250-000000-80-0-0.jpg,http://masoncollective.co.uk/,,https://www.youtube.com/@masoncollective5299,https://soundcloud.com/masoncollective,,Tech House / House,"Mason Collective is a Manchester, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,agents-of-time,Agents Of Time,"Bari, Italy",5,twitter,https://cdn-images.dzcdn.net/images/artist/0334b3c65ba31b1e01491589309346be/250x250-000000-80-0-0.jpg,https://agentsoftime.com/,https://instagram.com/agentsoftime,https://www.youtube.com/@AgentsOfTime,https://soundcloud.com/agents-of-time,,Melodic House & Techno,"Agents Of Time is a Bari, Italy-based DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,dj-sredna,DJ Sredna,,5,website|twitter,https://img.hearthis.at/0/3/4/_/uploads/229446/image_user/w1000_h1000_q70_ptrue_v2_----cropped_1540898865430.jpg,,https://www.instagram.com/dj_sredna,https://www.youtube.com/channel/UCvNjJsRsBs9ujBQuUA9rVPQ,https://soundcloud.com/djsredna,,House / Club,"DJ Sredna is a DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,eli-brown,Eli Brown,"Bristol, UK",5,twitter,https://cdn-images.dzcdn.net/images/artist/97ebf1084bb11f8febd76a2b5e926eee/250x250-000000-80-0-0.jpg,https://elibrownbeats.com/,https://instagram.com/elibrownbeats,https://www.youtube.com/@elibrownbeats,https://soundcloud.com/elibrownbeats,,Tech House / House,"Eli Brown is a Bristol, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,laidback-luke,Laidback Luke,"Manila, Philippines",5,,https://cdn-images.dzcdn.net/images/artist/a68fa97b49f3a679c2153255e8ffe8c9/250x250-000000-80-0-0.jpg,https://www.laidbackluke.com/,https://www.instagram.com/laidbackluke,https://www.youtube.com/channel/UC1vdi4J54ucetZoFAfQenMg,https://soundcloud.com/laidbackluke,https://twitter.com/laidbackluke,House / Dance Pop,"Laidback Luke is a Manila, Philippines-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,loofy,LOOFY,United States,5,instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/8b6acb010dd58497f9cc594fbdf46dc2/250x250-000000-80-0-0.jpg,https://ra.co/dj/loofy,,,https://soundcloud.com/loofy-644934783,,Tech House / House,"LOOFY is a United States-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,third-party,Third Party,"London, UK",5,,https://cdn-images.dzcdn.net/images/artist/8c2bc22d317f251efbfd2379d1564349/250x250-000000-80-0-0.jpg,https://www.thirdpartypresents.com/,https://instagram.com/thirdpartylive,https://www.youtube.com/@thirdpartychannel,https://soundcloud.com/thirdpartymusic,https://twitter.com/thirdpartylive,Trance / Psytrance,"Third Party is a London, UK-based DJ, producer or electronic artist whose work centers on trance / psytrance, with a focus on club-ready releases and live sets."
dj,wax-motif,Wax Motif,"Los Angeles, US",5,,https://cdn-images.dzcdn.net/images/artist/6807e7032eaa1e291b1973c2c423f2bd/250x250-000000-80-0-0.jpg,https://www.waxmotif.com/,https://www.instagram.com/waxmotif/,https://www.youtube.com/@WaxMotif,https://soundcloud.com/waxmotif,https://twitter.com/waxmotif,Tech House / House,"Wax Motif is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,fantasm,Fantasm,"Los Angeles, USA and based in Lyon, France",4,twitter,https://cdn-images.dzcdn.net/images/artist/b20e5ff207a74921a017cee6956057d9/250x250-000000-80-0-0.jpg,https://djmag.com/top100djs/2025/93/fantasm,https://www.instagram.com/fantasm_techno/,https://www.youtube.com/@fantasm_techno,https://soundcloud.com/kenzo-meservey,,Techno / Hard Techno,"Fantasm is a Los Angeles, USA and based in Lyon, France-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,i-hate-models,I Hate Models,France,4,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/7d0aa499f17559d34daf84762232b400/250x250-000000-80-0-0.jpg,https://djmag.com/top100djs/2025/79/i-hate-models,,https://www.youtube.com/@ihatemodels,https://soundcloud.com/ihatemodels,,Techno / Hard Techno,"I Hate Models is a France-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,kyle-starkey,Kyle Starkey,"Liverpool, UK",4,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/0a1fec985091fae9b0e7077f95865c74/250x250-000000-80-0-0.jpg,https://ra.co/dj/kylestarkey,,https://www.youtube.com/@kylestarkey4319,https://soundcloud.com/kyle_starkey43,,House / Club,"Kyle Starkey is a Liverpool, UK-based DJ, producer or electronic artist whose work centers on house / club, with a focus on club-ready releases and live sets."
dj,noizu,Noizu,"Los Angeles, US",4,,https://cdn-images.dzcdn.net/images/artist/1129a6acbcb761540648a895178014b7/250x250-000000-80-0-0.jpg,https://noizusound.com/,https://www.instagram.com/noizusound,https://www.youtube.com/@NoizuSound,https://soundcloud.com/noizusound,https://twitter.com/noizu,Electronic / Club,"Noizu is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,rossi,Rossi.,"London, UK",4,instagram|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/ae28f7a1f663122812957fc3691f9a33/250x250-000000-80-0-0.jpg,https://linktr.ee/rossi.dj,,https://www.youtube.com/@rossi4524,,,Disco / Funk / House,"Rossi. is a London, UK-based DJ, producer or electronic artist whose work centers on disco / funk / house, with a focus on club-ready releases and live sets."
dj,the-shapeshifters,The Shapeshifters,"London, UK",4,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/a2854211258dadd367c014cfedaedc8b/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@TheShapeshifters,https://soundcloud.com/theshapeshifters,,Disco / Funk / House,"The Shapeshifters is a London, UK-based DJ, producer or electronic artist whose work centers on disco / funk / house, with a focus on club-ready releases and live sets."
dj,tripolism,Tripolism,"Copenhagen, Denmark",4,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/315cb4e3c513169743a0771cb447e6b6/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@tripolism,https://soundcloud.com/tripolism,,Electronic / Club,"Tripolism is a Copenhagen, Denmark-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,yotto-s-odd-world,Yotto's Odd World,"Helsinki, Finland",4,,https://i1.sndcdn.com/avatars-6320TVCCiJ3v8rRx-iz2Kdg-t500x500.jpg,https://oddoneoutlabel.com/,https://instagram.com/yottomusic,https://www.youtube.com/@Yottomusic,https://soundcloud.com/yotto,https://twitter.com/yottomusic,Melodic House & Techno,"Yotto-led project presenting melodic house, progressive music and the broader Odd One Out label sound."
dj,axwell,Axwell,"Lund, Sweden",3,,https://cdn-images.dzcdn.net/images/artist/10969e2c188125c32613134d123b8920/250x250-000000-80-0-0.jpg,https://axwell.com/,http://instagram.com/axwell,https://www.youtube.com/@axwell,https://soundcloud.com/axwell,http://twitter.com/axwell,Trance / Psytrance,"Axwell is a Lund, Sweden-based DJ, producer or electronic artist whose work centers on trance / psytrance, with a focus on club-ready releases and live sets."
dj,ben-sterling,Ben Sterling,"London, UK",3,website|twitter,https://cdn-images.dzcdn.net/images/artist/27726e8a087f946c9bbd840498b87a05/250x250-000000-80-0-0.jpg,,https://instagram.com/bensterlingmusic,https://www.youtube.com/@bensterlinguk,https://soundcloud.com/bensterling,,Tech House / House,"Ben Sterling is a London, UK-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,dimitri-vegas,Dimitri Vegas,"Willebroek, Belgium",3,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/bc27fdffb6c00bc280e0500b5171a9e3/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@dimitrivegasandlikemike,https://soundcloud.com/dimitrivegasandlikemike,,House / Dance Pop,"Dimitri Vegas is a Willebroek, Belgium-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,jonas-blue,Jonas Blue,"London, UK",3,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/49f84318807cd6e2ba0acf4986f66ea6/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@jonasblueofficial,https://soundcloud.com/jonasblue,,House / Dance Pop,"Jonas Blue is a London, UK-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,malive,Malive,Brazil,3,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/6311a0d1a2b7c58d3ed9706c06f111cf/250x250-000000-80-0-0.jpg,https://ra.co/dj/malive,,https://www.youtube.com/@malive,https://soundcloud.com/maliveofficial,,Tech House / House,"Malive is a Brazil-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,marnik,Marnik,"Milan, Italy",3,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/05dbae4e288e0f459e522053c991e3f4/250x250-000000-80-0-0.jpg,https://djmag.com/top100djs/2025/80/marnik,,https://www.youtube.com/@marnikofficial,https://soundcloud.com/marnikofficial,,Electronic / Club,"Marnik is a Milan, Italy-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,massano,Massano,"Liverpool, UK",3,twitter,https://cdn-images.dzcdn.net/images/artist/06a41e2ec0c3a373af5db2b85763f00e/250x250-000000-80-0-0.jpg,https://www.massanomusic.com/,https://instagram.com/massanomusic,https://www.youtube.com/@massanomusic,https://soundcloud.com/massanomusic,,Melodic House & Techno,"Massano is a Liverpool, UK-based DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,notion,Notion,"Bristol, UK",3,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/b97254a25ef466a83363eb56929bc3d5/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@NOTIONDJ,https://soundcloud.com/notiondj,,UK Garage / UK Bass,"Notion is a Bristol, UK-based DJ, producer or electronic artist whose work centers on uk garage / uk bass, with a focus on club-ready releases and live sets."
dj,prospa,Prospa,"Leeds, UK",3,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/b53c414019fa4abe85227ccdf33c8a13/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@ProspaUK,https://soundcloud.com/prospauk,,UK Garage / UK Bass,"Prospa is a Leeds, UK-based DJ, producer or electronic artist whose work centers on uk garage / uk bass, with a focus on club-ready releases and live sets."
dj,space-92,Space 92,"Toulouse, France",3,twitter,https://cdn-images.dzcdn.net/images/artist/93e4c86180465f67e82701674c832d3d/250x250-000000-80-0-0.jpg,https://ra.co/dj/space92,https://www.instagram.com/space92__official/,https://www.youtube.com/@space92music,https://soundcloud.com/space92,,Techno / Hard Techno,"Space 92 is a Toulouse, France-based DJ, producer or electronic artist whose work centers on techno / hard techno, with a focus on club-ready releases and live sets."
dj,steller,Steller,"Florida, US",3,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/96a947afe24327afc6404ce229950391/250x250-000000-80-0-0.jpg,https://stellersounds.com/,,https://www.youtube.com/@stellersounds,https://soundcloud.com/stellersounds,,Bass / Dubstep,"Steller is a Florida, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,sullivan-king,Sullivan King,"Los Angeles, US",3,,https://cdn-images.dzcdn.net/images/artist/baf870b01d64ebda36900b5b56b2b633/250x250-000000-80-0-0.jpg,https://sullivankingmusic.com/,https://instagram.com/sullivanking,https://www.youtube.com/@SullivanKing,https://soundcloud.com/sullivankingmusic,https://twitter.com/sullivanking,Bass / Dubstep,"Sullivan King is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,ahmed-spins,Ahmed Spins,"Miami, US",2,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/92be857125fa54132e0395774686e7ec/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@AhmedSpinsMusic,https://soundcloud.com/ahmedspins,,Afro House / Afro Tech,"Ahmed Spins is a Miami, US-based DJ, producer or electronic artist whose work centers on afro house / afro tech, with a focus on club-ready releases and live sets."
dj,austin-kramer,Austin Kramer,"Denver, US",2,website|soundcloud,https://cdn-images.dzcdn.net/images/artist/028db8de807cf96d7f3469a2c221e805/250x250-000000-80-0-0.jpg,,https://instagram.com/austinkramer,https://www.youtube.com/@austinkramer,,https://x.com/austinkramer,Electronic / Club,"Austin Kramer is a Denver, US-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,beltran,Beltran,Brazil,2,twitter,https://cdn-images.dzcdn.net/images/artist/23d2cbad697ebcbcf2b9cef4366652ec/250x250-000000-80-0-0.jpg,https://julianobeltran.com/,https://instagram.com/beltranmusic,https://www.youtube.com/@beltran1337,https://soundcloud.com/beltranmusic,,Tech House / House,"Beltran is a Brazil-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,bijou,BIJOU,"Los Angeles, US",2,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/9d58673603c5df1b2628eabb5aff8dc8/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@BIJOU,https://soundcloud.com/bijou,,Tech House / House,"BIJOU is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,erick-morillo,Erick Morillo,"New York, US",2,website|instagram,https://cdn-images.dzcdn.net/images/artist/7b194f558cde2a5f55304591b13c8168/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@erickmorillovideo,https://soundcloud.com/erickmorillo,https://x.com/ErickMorillo,Electronic / Club,"Erick Morillo is a New York, US-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,estiva,Estiva,"Reeuwijk, Netherlands",2,instagram|youtube|soundcloud|twitter,https://cdn-images.dzcdn.net/images/artist/aa85407a00140d3c0ff014a1d7566ead/250x250-000000-80-0-0.jpg,https://www.estiva.mg.gov.br/,,,,,Trance / Psytrance,"Estiva is a Reeuwijk, Netherlands-based DJ, producer or electronic artist whose work centers on trance / psytrance, with a focus on club-ready releases and live sets."
dj,faster-horses,Faster Horses,"Liverpool, UK",2,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/d8315de10c16736f16b43549fb360448/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@thefasterhorses,https://soundcloud.com/faster_horses,,UK Garage / UK Bass,"Faster Horses is a Liverpool, UK-based DJ, producer or electronic artist whose work centers on uk garage / uk bass, with a focus on club-ready releases and live sets."
dj,goodboys,Goodboys,"London, UK",2,twitter,https://cdn-images.dzcdn.net/images/artist/148037864c00f4eb9049d6d2977ec238/250x250-000000-80-0-0.jpg,https://www.goodboysrecords.com/,https://instagram.com/goodboysoff,https://www.youtube.com/@GoodboysOff,https://soundcloud.com/goodboysoff,,House / Dance Pop,"Goodboys is a London, UK-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,green-velvet,Green Velvet,"Chicago, US",2,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/b0a56315df2977ebb0740c414330b831/250x250-000000-80-0-0.jpg,https://linktr.ee/officialgreenvelvet,,https://www.youtube.com/@officialgreenvelvet,https://soundcloud.com/green-velvet-1,,Tech House / House,"Green Velvet is a Chicago, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,illenium,Illenium,"Chicago, US",2,,https://cdn-images.dzcdn.net/images/artist/0e4f30513c3c06fbeed3f2e403aad80f/250x250-000000-80-0-0.jpg,https://www.illenium.com/,https://instagram.com/illenium,https://www.youtube.com/@illenium,https://soundcloud.com/illeniumofficial,https://x.com/illenium,House / Dance Pop,"Illenium is a Chicago, US-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
dj,joris-voorn,Joris Voorn,"Rotterdam, Netherlands",2,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/3cc863620c17261e92db9474f0c5aeb7/250x250-000000-80-0-0.jpg,https://www.jorisvoorn.com/,,https://www.youtube.com/@jorisvoorndj,https://soundcloud.com/korolovadj,,Melodic House & Techno,"Joris Voorn is a Rotterdam, Netherlands-based DJ, producer or electronic artist whose work centers on melodic house & techno, with a focus on club-ready releases and live sets."
dj,justin-jay,Justin Jay,"Los Angeles, US",2,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/f889affa1092a80a906f2ea04edc03e3/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@justinjaymusic,https://soundcloud.com/justin-jay,,Tech House / House,"Justin Jay is a Los Angeles, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,malone,Malóne,"Miami, US",2,website|instagram|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/e7234aeff0081367e7e856b5fd54058e/250x250-000000-80-0-0.jpg,,,,https://soundcloud.com/malone-music,,Tech House / House,"Malóne is a Miami, US-based DJ, producer or electronic artist whose work centers on tech house / house, with a focus on club-ready releases and live sets."
dj,men-machine,Men Machine,Paris / Berlin,2,website,https://cdn-images.dzcdn.net/images/artist/fc7c5fad8b9b132efa7cde2000cc882e/250x250-000000-80-0-0.jpg,,https://www.instagram.com/menmachine/,https://www.youtube.com/@davidguetta,https://soundcloud.com/davidguetta,https://twitter.com/1001TLtv,Electronic / Club,"Men Machine is a Paris / Berlin-based DJ, producer or electronic artist whose work centers on electronic / club, with a focus on club-ready releases and live sets."
dj,mythm,MYTHM,"Vancouver, Canada",2,website,https://cdn-images.dzcdn.net/images/artist/6986d0e57d26edcf5b9abc4d2aeb80de/250x250-000000-80-0-0.jpg,,https://instagram.com/mythmofficial,https://www.youtube.com/@mythmofficial,https://soundcloud.com/mythmofficial,https://twitter.com/mythmofficial,Bass / Dubstep,"MYTHM is a Vancouver, Canada-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,ray-volpe,Ray Volpe,"Charlotte, US",2,,https://cdn-images.dzcdn.net/images/artist/17bd7449fd75a6f897b4bd1fcf1c0aea/250x250-000000-80-0-0.jpg,https://rayvolpe.com/,https://instagram.com/rayvolpe,https://www.youtube.com/@rayvolpe,https://soundcloud.com/rayvolpemusic,https://twitter.com/rayvolpe,Bass / Dubstep,"Ray Volpe is a Charlotte, US-based DJ, producer or electronic artist whose work centers on bass / dubstep, with a focus on club-ready releases and live sets."
dj,riordan,RIORDAN,UK,2,instagram|twitter,https://cdn-images.dzcdn.net/images/artist/6e6bb7f4379130f3725c7374afe3de9a/250x250-000000-80-0-0.jpg,https://www.riordanmusic.co.uk/,,https://www.youtube.com/@riordanuk,https://soundcloud.com/riordanuk,,UK Garage / UK Bass,"RIORDAN is a UK-based DJ, producer or electronic artist whose work centers on uk garage / uk bass, with a focus on club-ready releases and live sets."
dj,samm,Samm,"Antwerp, Belgium",2,website|instagram|twitter,https://cdn-images.dzcdn.net/images/artist/55470b88a6fade57d633dc9af520493f/250x250-000000-80-0-0.jpg,,,https://www.youtube.com/@sammdu,https://soundcloud.com/sammbe,,Afro House / Afro Tech,"Samm is a Antwerp, Belgium-based DJ, producer or electronic artist whose work centers on afro house / afro tech, with a focus on club-ready releases and live sets."
dj,sunnery-james,Sunnery James,"Amsterdam, Netherlands",2,website|youtube|twitter,https://cdn-images.dzcdn.net/images/artist/6746413fc12801fcb5d94b6d21092384/250x250-000000-80-0-0.jpg,,https://instagram.com/sunneryjames,,https://soundcloud.com/sunneryjamesryanmarciano,,House / Dance Pop,"Sunnery James is a Amsterdam, Netherlands-based DJ, producer or electronic artist whose work centers on house / dance pop, with a focus on club-ready releases and live sets."
